,content,score,Year,Month,Day,sentiment,content_token,stemmed,text_string
828,"aplikasi burik, masa gak bisa login sampai pakai 3 hp. tetep terjadi kesalahan, yang timeout lah, kesalahan kode lah, aplikasi gak jelas, mana pemilu bentar lagi,bisa dipakai gak aplikasi nya",1,2024,1,29,-1,"['aplikasi', 'burik', 'gak', 'login', 'pakai', 'hp', 'tetep', 'kesalahan', 'timeout', 'kesalahan', 'kode', 'aplikasi', 'gak', 'pemilu', 'bentar', 'dipakai', 'gak', 'aplikasi', 'nya']","['aplikasi', 'burik', 'gak', 'login', 'pakai', 'hp', 'tetep', 'salah', 'timeout', 'salah', 'kode', 'aplikasi', 'gak', 'milu', 'bentar', 'pakai', 'gak', 'aplikasi', 'nya']",aplikasi burik login pakai tetep salah timeout salah kode aplikasi milu bentar pakai aplikasi
877,"mohon, untuk yang ram nya 2 dibuat bisa buka dengan lancar. karena tidak semua warga punya hp android ram 4. dibuat seringan mungkin aplikasinya. terima kasih",1,2024,1,29,-1,"['mohon', 'ram', 'nya', '2', 'buka', 'lancar', 'warga', 'hp', 'android', 'ram', '4', 'seringan', 'aplikasinya', 'terima', 'kasih']","['mohon', 'ram', 'nya', '2', 'buka', 'lancar', 'warga', 'hp', 'android', 'ram', '4', 'sering', 'aplikasi', 'terima', 'kasih']",mohon buka lancar warga android sering aplikasi terima kasih
442,"mohon izin bapak/ibu. karna aplikasi ini fungsi nya sangat penting untuk pemilu nanti, tolong pastikan sistem dan aplikasi nya sudah siap 100%. sebab ketika kami bimtek saja aplikasi nya error atau down, bahkan sampai detik ini saya belum bisa login ke aplikasi sirekap. bagaimana nanti ketika di hari pemilihan? yg semua pemegang aplikasi sirekap login dan menginput data secara bersamaan? kalo memang sistem dan sumber daya kita belum siap, jangan memaksakan sesuatu yg nanti nya akan menyulitkan.",1,2024,1,29,-1,"['mohon', 'izin', 'karna', 'aplikasi', 'fungsi', 'nya', 'pemilu', 'tolong', 'pastikan', 'sistem', 'aplikasi', 'nya', '100', 'bimtek', 'aplikasi', 'nya', 'error', 'down', 'detik', 'login', 'aplikasi', 'pemilihan', 'yg', 'pemegang', 'aplikasi', 'login', 'menginput', 'data', 'bersamaan', 'kalo', 'sistem', 'sumber', 'daya', 'memaksakan', 'yg', 'nya', 'menyulitkan']","['mohon', 'izin', 'karna', 'aplikasi', 'fungsi', 'nya', 'milu', 'tolong', 'pasti', 'sistem', 'aplikasi', 'nya', '100', 'bimtek', 'aplikasi', 'nya', 'error', 'down', 'detik', 'login', 'aplikasi', 'pilih', 'yg', 'pegang', 'aplikasi', 'login', 'menginput', 'data', 'sama', 'kalo', 'sistem', 'sumber', 'daya', 'paksa', 'yg', 'nya', 'sulit']",mohon izin karna aplikasi fungsi milu tolong pasti sistem aplikasi bimtek aplikasi error down detik login aplikasi pilih pegang aplikasi login menginput data sama kalo sistem sumber daya paksa sulit
963,"aplikasi sulit di buka, dan untuk login masih sulit tulisannya waktu login habiss, tolong di perbaiki lagi aplikasinya terimakasih..",2,2024,1,29,-1,"['aplikasi', 'sulit', 'buka', 'login', 'sulit', 'tulisannya', 'login', 'habiss', 'tolong', 'perbaiki', 'aplikasinya', 'terimakasih']","['aplikasi', 'sulit', 'buka', 'login', 'sulit', 'tulis', 'login', 'habiss', 'tolong', 'baik', 'aplikasi', 'terimakasih']",aplikasi sulit buka login sulit tulis login habiss tolong baik aplikasi terimakasih
880,"ini kenapa si apk sirekap, dr kemaren ga bisa"" log in, gagal mulu. udh diuninstall apknya trus di install lagi tapi nyatanya masih begitu, tolong dong perbaiki apknya",1,2024,1,29,-1,"['si', 'apk', 'dr', 'kemaren', 'ga', 'log', 'in', 'gagal', 'mulu', 'udh', 'diuninstall', 'apknya', 'trus', 'install', 'tolong', 'perbaiki', 'apknya']","['si', 'apk', 'dr', 'kemaren', 'ga', 'log', 'in', 'gagal', 'mulu', 'udh', 'diuninstall', 'apknya', 'trus', 'install', 'tolong', 'baik', 'apknya']",kemaren gagal mulu diuninstall apknya trus install tolong baik apknya
836,mohon pencerahan nya min. setiap log in diminta otentikasi ulang / otentikasi gagal tapi barcode tidak muncul butuh solusi secepatnya. trimakasih,3,2024,1,29,0,"['mohon', 'pencerahan', 'nya', 'min', 'log', 'in', 'otentikasi', 'ulang', 'otentikasi', 'gagal', 'barcode', 'muncul', 'butuh', 'solusi', 'secepatnya', 'trimakasih']","['mohon', 'cerah', 'nya', 'min', 'log', 'in', 'otentikasi', 'ulang', 'otentikasi', 'gagal', 'barcode', 'muncul', 'butuh', 'solusi', 'cepat', 'trimakasih']",mohon cerah otentikasi ulang otentikasi gagal barcode muncul butuh solusi cepat trimakasih
306,"minimal bikin aplikasi uji coba dan simulasi sejak tahun lalu..., udah dekat pemilu masih ga karuan begini.., kukira bakal hebat dan keren, ternyata masuk aja ga bisa🤣 komentar yg lain bahkan mengatakan hasil foto jadi buruk... 🤣",1,2024,1,29,-1,"['minimal', 'bikin', 'aplikasi', 'uji', 'coba', 'simulasi', 'udah', 'pemilu', 'ga', 'karuan', 'kukira', 'hebat', 'keren', 'masuk', 'aja', 'ga', 'komentar', 'yg', 'hasil', 'foto', 'buruk']","['minimal', 'bikin', 'aplikasi', 'uji', 'coba', 'simulasi', 'udah', 'milu', 'ga', 'karuan', 'kira', 'hebat', 'keren', 'masuk', 'aja', 'ga', 'komentar', 'yg', 'hasil', 'foto', 'buruk']",minimal bikin aplikasi coba simulasi udah milu karuan kira hebat keren masuk komentar hasil foto buruk
734,"aplikasi buruk sekali.. siapa yang design dan mengurus servernya, dari kemarin tidak bisa masuk dengan alasan tidak mendapatkan sertifikat digital mulu... padahal hp gw snap 8gen 2 ram 8 internal 512gb... kurang apa woy... buruk ga guna",1,2024,1,29,-1,"['aplikasi', 'buruk', 'design', 'mengurus', 'servernya', 'kemarin', 'masuk', 'alasan', 'sertifikat', 'digital', 'mulu', 'hp', 'gw', 'snap', '8gen', '2', 'ram', '8', 'internal', '512gb', 'woy', 'buruk', 'ga']","['aplikasi', 'buruk', 'design', 'urus', 'servernya', 'kemarin', 'masuk', 'alas', 'sertifikat', 'digital', 'mulu', 'hp', 'gw', 'snap', '8gen', '2', 'ram', '8', 'internal', '512gb', 'woy', 'buruk', 'ga']",aplikasi buruk design urus servernya kemarin masuk alas sertifikat digital mulu snap 8gen internal 512gb buruk
763,"parah sekali, untuk sekedar login aja susah. apa lagi buat nanti pas rekapitulasi suara apa ga lebih parah. bikin pusing aja. udah manual aja kebanyakan banyak yang salah apalagi tambah aplikasi seperti ini. bukanya membantu meringankan malah menambah beban pikiran.",1,2024,1,30,-1,"['parah', 'sekedar', 'login', 'aja', 'susah', 'pas', 'rekapitulasi', 'suara', 'ga', 'parah', 'bikin', 'pusing', 'aja', 'udah', 'manual', 'aja', 'kebanyakan', 'salah', 'aplikasi', 'bukanya', 'membantu', 'meringankan', 'menambah', 'beban', 'pikiran']","['parah', 'dar', 'login', 'aja', 'susah', 'pas', 'rekapitulasi', 'suara', 'ga', 'parah', 'bikin', 'pusing', 'aja', 'udah', 'manual', 'aja', 'banyak', 'salah', 'aplikasi', 'buka', 'bantu', 'ringan', 'tambah', 'beban', 'pikir']",parah login susah rekapitulasi suara parah bikin pusing udah manual banyak salah aplikasi buka bantu ringan tambah beban pikir
752,"aplikasi udh bolak balik instal,,.gagal terus mendapatkan kunci digital....aplikasi y blm fux udh diluncurin....menyusahkan operatir si rekap...hp ku ram 8 gb penyimpanan 256gb....ttp aja ga bsa...",1,2024,1,30,-1,"['aplikasi', 'udh', 'bolak', 'instal', 'gagal', 'kunci', 'digital', 'aplikasi', 'y', 'blm', 'fux', 'udh', 'diluncurin', 'menyusahkan', 'operatir', 'si', 'rekap', 'hp', 'ku', 'ram', '8', 'gb', 'penyimpanan', '256gb', 'ttp', 'aja', 'ga', 'bsa']","['aplikasi', 'udh', 'bolak', 'instal', 'gagal', 'kunci', 'digital', 'aplikasi', 'y', 'blm', 'fux', 'udh', 'diluncurin', 'susah', 'operatir', 'si', 'rekap', 'hp', 'ku', 'ram', '8', 'gb', 'simpan', '256gb', 'ttp', 'aja', 'ga', 'bsa']",aplikasi bolak instal gagal kunci digital aplikasi diluncurin susah operatir rekap simpan 256gb
708,"lembaga terkait pernah mempertimbangkan gak sih puluhan dokumen yang harus kami upload nanti, serentak, oleh begitu banyak tps seindonesia bakal bisa apa engga? ini server aja overload. log in aja gak bisa. apa lagi nyelesein tugas.",1,2024,1,30,-1,"['lembaga', 'terkait', 'mempertimbangkan', 'gak', 'sih', 'puluhan', 'dokumen', 'upload', 'serentak', 'tps', 'seindonesia', 'engga', 'server', 'aja', 'overload', 'log', 'in', 'aja', 'gak', 'nyelesein', 'tugas']","['lembaga', 'kait', 'timbang', 'gak', 'sih', 'puluh', 'dokumen', 'upload', 'serentak', 'tps', 'indonesia', 'engga', 'server', 'aja', 'overload', 'log', 'in', 'aja', 'gak', 'nyelesein', 'tugas']",lembaga kait timbang puluh dokumen upload serentak indonesia engga server overload nyelesein tugas
856,"hallo pengembang,gmna ni aplikasinya,yg katanya bisa membantu kinerja.kok malah susah masuknya.masukkan username atau akun.udah di masukkan lengkap ama sandinya.malah tetep tidak bisa masuk masuk.tolong bantuannya.",1,2024,1,30,-1,"['hallo', 'pengembang', 'gmna', 'ni', 'aplikasinya', 'yg', 'membantu', 'kinerja', 'susah', 'masuknya', 'masukkan', 'username', 'akun', 'udah', 'masukkan', 'lengkap', 'ama', 'sandinya', 'tetep', 'masuk', 'masuk', 'tolong', 'bantuannya']","['hallo', 'kembang', 'gmna', 'ni', 'aplikasi', 'yg', 'bantu', 'kerja', 'susah', 'masuk', 'masuk', 'username', 'akun', 'udah', 'masuk', 'lengkap', 'ama', 'sandi', 'tetep', 'masuk', 'masuk', 'tolong', 'bantu']",hallo kembang gmna aplikasi bantu kerja susah masuk masuk username akun udah masuk lengkap sandi tetep masuk masuk tolong bantu
977,susah banget digunakannya . kemarin malem gabisa submit barcode dicoba berapa kali tetep gabisa. pagi ini tiba2 gabisa log in katanya password salah. ini gimanaaaa? 🥺,2,2024,1,30,-1,"['susah', 'banget', 'digunakannya', 'kemarin', 'malem', 'gabisa', 'submit', 'barcode', 'dicoba', 'kali', 'tetep', 'gabisa', 'pagi', 'tiba2', 'gabisa', 'log', 'in', 'password', 'salah', 'gimanaaaa']","['susah', 'banget', 'guna', 'kemarin', 'malem', 'gabisa', 'submit', 'barcode', 'coba', 'kali', 'tetep', 'gabisa', 'pagi', 'tiba2', 'gabisa', 'log', 'in', 'password', 'salah', 'gimanaaaa']",susah banget guna kemarin malem gabisa submit barcode coba kali tetep gabisa pagi tiba2 gabisa password salah gimanaaaa
953,"aplikasi belum siap uda di luncurin aja, pemilu di depan mata tp masih bnyak error, bayangkan 1 indonesia akses sama2 di jam yg sama n hari yg sama, apa gak down servernya",1,2024,1,30,-1,"['aplikasi', 'uda', 'luncurin', 'aja', 'pemilu', 'mata', 'tp', 'bnyak', 'error', 'bayangkan', '1', 'indonesia', 'akses', 'sama2', 'jam', 'yg', 'n', 'yg', 'gak', 'down', 'servernya']","['aplikasi', 'uda', 'luncurin', 'aja', 'milu', 'mata', 'tp', 'bnyak', 'error', 'bayang', '1', 'indonesia', 'akses', 'sama2', 'jam', 'yg', 'n', 'yg', 'gak', 'down', 'servernya']",aplikasi luncurin milu mata bnyak error bayang indonesia akses sama2 down servernya
472,"fix, apk ini yang akan membuat proses penguploadan berkas rekap akan berjalan lama. sedari kegiatan bimtek hingga hari ini, tidak ada tanda2 bisa login, gagal terus. sampah2, setidaknya menggunakan apk offline aja, lw kek gini pas hari digunakan serentak, langsung down server, kpps yang kewalahan.",1,2024,1,30,-1,"['fix', 'apk', 'proses', 'penguploadan', 'berkas', 'rekap', 'berjalan', 'sedari', 'kegiatan', 'bimtek', 'tanda2', 'login', 'gagal', 'sampah2', 'apk', 'offline', 'aja', 'lw', 'kek', 'gini', 'pas', 'serentak', 'langsung', 'down', 'server', 'kpps', 'kewalahan']","['fix', 'apk', 'proses', 'penguploadan', 'berkas', 'rekap', 'jalan', 'dar', 'giat', 'bimtek', 'tanda2', 'login', 'gagal', 'sampah2', 'apk', 'offline', 'aja', 'lw', 'kek', 'gin', 'pas', 'serentak', 'langsung', 'down', 'server', 'kpps', 'kewalahan']",proses penguploadan berkas rekap jalan giat bimtek tanda2 login gagal sampah2 offline serentak langsung down server kpps kewalahan
798,"sok digital tapi server masih amatiran, baru uji coba aja udah bikin pusing, apalagi pas hari h pemilu yg digunakan semua pengguna diseluruh indonesia bahkan di luar negeri.. kan amburadul, kalo mau digital minimal server nya memadai dulu boss, jangan kek orang kebakaran jenggot",1,2024,1,30,-1,"['sok', 'digital', 'server', 'amatiran', 'uji', 'coba', 'aja', 'udah', 'bikin', 'pusing', 'pas', 'h', 'pemilu', 'yg', 'pengguna', 'diseluruh', 'indonesia', 'negeri', 'amburadul', 'kalo', 'digital', 'minimal', 'server', 'nya', 'memadai', 'boss', 'kek', 'orang', 'kebakaran', 'jenggot']","['sok', 'digital', 'server', 'amatir', 'uji', 'coba', 'aja', 'udah', 'bikin', 'pusing', 'pas', 'h', 'milu', 'yg', 'guna', 'seluruh', 'indonesia', 'negeri', 'amburadul', 'kalo', 'digital', 'minimal', 'server', 'nya', 'pada', 'boss', 'kek', 'orang', 'bakar', 'jenggot']",digital server amatir coba udah bikin pusing milu guna seluruh indonesia negeri amburadul kalo digital minimal server pada boss orang bakar jenggot
970,saya tidak bisa masuk apakah kuota masuknya terbatas udah 2 hari saya coba tapi masih gagal mudah''an di hari pemilu tiba server tidak bermasalah kalau gini terus yang ada pekerjaan bertambah lama,1,2024,1,30,-1,"['masuk', 'kuota', 'masuknya', 'terbatas', 'udah', '2', 'coba', 'gagal', 'mudah', 'an', 'pemilu', 'server', 'bermasalah', 'gini', 'pekerjaan', 'bertambah']","['masuk', 'kuota', 'masuk', 'batas', 'udah', '2', 'coba', 'gagal', 'mudah', 'an', 'milu', 'server', 'masalah', 'gin', 'kerja', 'tambah']",masuk kuota masuk batas udah coba gagal mudah milu server masalah kerja tambah
175,"sudah di hapus trus di instal lagi, bersihkan cache tetap saja sama "" gagal mendapatkan kunci digital, timeout, error"" bukannya mempermudah malah mempersulit, atau memang tidak bisa di gunakan di hp infinix saya, kalau memang tidak bisa lebih baik di buat di hp apa saja apk ny bisa di gunakan padahal di deskripsinya bisa di gunakan di perangkat saya.",2,2024,1,30,-1,"['hapus', 'trus', 'instal', 'bersihkan', 'cache', 'gagal', 'kunci', 'digital', 'timeout', 'error', 'mempermudah', 'mempersulit', 'hp', 'infinix', 'hp', 'apk', 'ny', 'deskripsinya', 'perangkat']","['hapus', 'trus', 'instal', 'sih', 'cache', 'gagal', 'kunci', 'digital', 'timeout', 'error', 'mudah', 'sulit', 'hp', 'infinix', 'hp', 'apk', 'ny', 'deskripsi', 'perangkat']",hapus trus instal cache gagal kunci digital timeout error mudah sulit infinix deskripsi perangkat
983,"""access token is invalid"" kalau masalah nya seperti ini bagaimana jalan keluarnya.. sudah install beberapa kali pun sama hasil akhir nya..",2,2024,1,30,-1,"['access', 'token', 'is', 'invalid', 'nya', 'jalan', 'keluarnya', 'install', 'kali', 'hasil', 'nya']","['access', 'token', 'is', 'invalid', 'nya', 'jalan', 'keluar', 'install', 'kali', 'hasil', 'nya']",access token invalid jalan keluar install kali hasil
450,"kualitas sangat buruk!!!! masak iya aplikasi sepenting ini masih belum bisa digunain h-14 jepang pemilu.. aku emosi ya setiap kapan sempat nya pegang hp coba login, kebangun malem jam berapa pun, nyoba login. bisa edan lama2.",1,2024,1,30,-1,"['kualitas', 'buruk', 'masak', 'iya', 'aplikasi', 'sepenting', 'digunain', 'h', '14', 'jepang', 'pemilu', 'emosi', 'ya', 'nya', 'pegang', 'hp', 'coba', 'login', 'kebangun', 'malem', 'jam', 'nyoba', 'login', 'edan', 'lama2']","['kualitas', 'buruk', 'masak', 'iya', 'aplikasi', 'penting', 'digunain', 'h', '14', 'jepang', 'milu', 'emosi', 'ya', 'nya', 'pegang', 'hp', 'coba', 'login', 'bangun', 'malem', 'jam', 'nyoba', 'login', 'edan', 'lama2']",kualitas buruk masak aplikasi penting digunain jepang milu emosi pegang coba login bangun malem nyoba login edan lama2
704,aplikasi yang sangat ribettt. saya udh 3 hari ini instal tapi tiap mau login masih aja gagal. proses inisialisasinya gagal mendapatkan kunci terus. sinyal lancar bahkan jam 4 saya nyoba login tetap gagal mendapatkan kunci. klo gak bisa pake aplikasi gausah lh sibuk pake sirekap we. artinya kita emng belum siap digitalisasi,1,2024,1,30,-1,"['aplikasi', 'ribettt', 'udh', 'instal', 'login', 'aja', 'gagal', 'proses', 'inisialisasinya', 'gagal', 'kunci', 'sinyal', 'lancar', 'jam', '4', 'nyoba', 'login', 'gagal', 'kunci', 'klo', 'gak', 'pake', 'aplikasi', 'gausah', 'lh', 'sibuk', 'pake', 'we', 'emng', 'digitalisasi']","['aplikasi', 'ribettt', 'udh', 'instal', 'login', 'aja', 'gagal', 'proses', 'inisial', 'gagal', 'kunci', 'sinyal', 'lancar', 'jam', '4', 'nyoba', 'login', 'gagal', 'kunci', 'klo', 'gak', 'pake', 'aplikasi', 'gausah', 'lh', 'sibuk', 'pake', 'we', 'emng', 'digitalisasi']",aplikasi ribettt instal login gagal proses inisial gagal kunci sinyal lancar nyoba login gagal kunci pake aplikasi gausah sibuk pake emng digitalisasi
993,"aplikasi buriq, tolong diperbaiki lagi sampe fix seblum tgl 14 bsk, biar gak menghambat kegiatan. klo ga bisa mending ga usah pake sirekap sekalian",1,2024,1,31,-1,"['aplikasi', 'buriq', 'tolong', 'diperbaiki', 'sampe', 'fix', 'seblum', 'tgl', '14', 'bsk', 'biar', 'gak', 'menghambat', 'kegiatan', 'klo', 'ga', 'mending', 'ga', 'pake']","['aplikasi', 'buriq', 'tolong', 'baik', 'sampe', 'fix', 'seblum', 'tgl', '14', 'bsk', 'biar', 'gak', 'hambat', 'giat', 'klo', 'ga', 'mending', 'ga', 'pake']",aplikasi buriq tolong baik sampe seblum biar hambat giat mending pake
822,"tidak bisa digunakan, ketika digunakan selalu invalid username, padahal username sudah jelas, dan melalui web bisa, mohon solusinya, jangan persulit, (sirekap) kasian",1,2024,1,31,-1,"['invalid', 'username', 'username', 'web', 'mohon', 'solusinya', 'persulit', 'kasian']","['invalid', 'username', 'username', 'web', 'mohon', 'solusi', 'sulit', 'kasi']",invalid username username mohon solusi sulit kasi
359,tolong diperbaiki servernya ........sudah coba login beberapa hari ini tetap tidak bisa masuk selalu autentikasi nya gagal sudah coba berbagai tips yg di beri tetap tidak bisa login jugaa...... apk nya sangat mengecewakan sekaliii.........,1,2024,1,31,-1,"['tolong', 'diperbaiki', 'servernya', 'coba', 'login', 'masuk', 'autentikasi', 'nya', 'gagal', 'coba', 'tips', 'yg', 'login', 'jugaa', 'apk', 'nya', 'mengecewakan', 'sekaliii']","['tolong', 'baik', 'servernya', 'coba', 'login', 'masuk', 'autentikasi', 'nya', 'gagal', 'coba', 'tips', 'yg', 'login', 'jugaa', 'apk', 'nya', 'kecewa', 'sekaliii']",tolong baik servernya coba login masuk autentikasi gagal coba tips login jugaa kecewa sekaliii
942,"ah belibet bgd penggunaan aplikasi ini,, di web sdah bisa login ketika masuk aplikasi user name dan pass gagal mulu.. setiap login masukin autentikator mulu yg juga gagal terus. ini aplikasi untuk mempermudah pekerjaan atau malah menyulitkan pekerjaan sih",1,2024,1,31,-1,"['ah', 'belibet', 'bgd', 'penggunaan', 'aplikasi', 'web', 'sdah', 'login', 'masuk', 'aplikasi', 'user', 'name', 'pass', 'gagal', 'mulu', 'login', 'masukin', 'autentikator', 'mulu', 'yg', 'gagal', 'aplikasi', 'mempermudah', 'pekerjaan', 'menyulitkan', 'pekerjaan', 'sih']","['ah', 'belibet', 'bgd', 'guna', 'aplikasi', 'web', 'sdah', 'login', 'masuk', 'aplikasi', 'user', 'name', 'pass', 'gagal', 'mulu', 'login', 'masukin', 'autentikator', 'mulu', 'yg', 'gagal', 'aplikasi', 'mudah', 'kerja', 'sulit', 'kerja', 'sih']",belibet guna aplikasi sdah login masuk aplikasi user name pass gagal mulu login masukin autentikator mulu gagal aplikasi mudah kerja sulit kerja
868,"aplikasi gagal autentikasi terus, sudah sesuai arahan, tapi selalu gagal autentikasi, coba diperhatikan lagi ke pihak pengembang, supaya laancar, pemilu sebentar lagi, apk masih seperti ini trims",1,2024,1,31,-1,"['aplikasi', 'gagal', 'autentikasi', 'sesuai', 'arahan', 'gagal', 'autentikasi', 'coba', 'diperhatikan', 'pengembang', 'laancar', 'pemilu', 'sebentar', 'apk', 'trims']","['aplikasi', 'gagal', 'autentikasi', 'sesuai', 'arah', 'gagal', 'autentikasi', 'coba', 'perhati', 'kembang', 'laancar', 'milu', 'sebentar', 'apk', 'trims']",aplikasi gagal autentikasi sesuai arah gagal autentikasi coba perhati kembang laancar milu sebentar trims
949,"banyak yang gak bisa login, harusnya ada cs yang bisa dihubungi untuk mengarahkan. pps dan ppk aja blm tau kalo gagal login itu kenapa. tolong min update terus tapi gak bisa masuk2 juga",1,2024,1,31,-1,"['gak', 'login', 'cs', 'dihubungi', 'mengarahkan', 'pps', 'ppk', 'aja', 'blm', 'tau', 'kalo', 'gagal', 'login', 'tolong', 'min', 'update', 'gak', 'masuk2']","['gak', 'login', 'cs', 'hubung', 'arah', 'pps', 'ppk', 'aja', 'blm', 'tau', 'kalo', 'gagal', 'login', 'tolong', 'min', 'update', 'gak', 'masuk2']",login hubung arah kalo gagal login tolong update masuk2
